2018-10-01 14:42:24,139 [NonParallelWorker] INFO AutomationFramework.Online.Behrang.Browser - Driver Set to: Chrome
2018-10-01 14:42:32,839 [NonParallelWorker] INFO AutomationFramework.Online.Behrang.Browser - Driver Set to: Edge
